"","ip","date","hour","minute","seconds","zone","request1","request2","status","respsize","url","computer","timeR","attaque"
"185","192.108.116.88","17/Dec/2017","16","42","52","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab UNION ALL SELECT LOAD_FILE(?/etc/passwd?) ? priv, can only read world-readable files. Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"186","192.108.116.88","17/Dec/2017","16","42","52","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab UNION ALL SELECT LOAD_FILE(?/etc/passwd?) ? priv, can only read world-readable files. Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"187","192.108.116.88","17/Dec/2017","16","42","53","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","datalab UNION ALL SELECT LOAD_FILE(?/etc/passwd?) ? priv, can only read world-readable files. Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",169,1
"188","192.108.116.88","17/Dec/2017","16","42","53","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab UNION ALL SELECT LOAD_FILE(?/etc/passwd?) ? priv, can only read world-readable files. Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"189","192.108.116.88","17/Dec/2017","16","42","53","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab UNION ALL SELECT LOAD_FILE(?/etc/passwd?) ? priv, can only read world-readable files. Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",3,1
"190","192.108.116.88","17/Dec/2017","16","43","15","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"datalab SELECT * FROM mytable INTO dumpfile ?/tmp/somefile?; ? priv, write to file system Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"191","192.108.116.88","17/Dec/2017","16","43","15","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab SELECT * FROM mytable INTO dumpfile ?/tmp/somefile?; ? priv, write to file system Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"192","192.108.116.88","17/Dec/2017","16","43","15","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab SELECT * FROM mytable INTO dumpfile ?/tmp/somefile?; ? priv, write to file system Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"193","192.108.116.88","17/Dec/2017","16","43","16","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","datalab SELECT * FROM mytable INTO dumpfile ?/tmp/somefile?; ? priv, write to file system Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",168,1
"194","192.108.116.88","17/Dec/2017","16","43","16","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab SELECT * FROM mytable INTO dumpfile ?/tmp/somefile?; ? priv, write to file system Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"195","192.108.116.88","17/Dec/2017","16","43","16","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab SELECT * FROM mytable INTO dumpfile ?/tmp/somefile?; ? priv, write to file system Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,1
"196","192.108.116.88","17/Dec/2017","16","43","42","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"datalab SELECT @@hostname; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"197","192.108.116.88","17/Dec/2017","16","43","42","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab SELECT @@hostname; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"198","192.108.116.88","17/Dec/2017","16","43","42","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab SELECT @@hostname; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",3,1
"199","192.108.116.88","17/Dec/2017","16","43","43","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","datalab SELECT @@hostname; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",132,1
"200","192.108.116.88","17/Dec/2017","16","43","43","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab SELECT @@hostname; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"201","192.108.116.88","17/Dec/2017","16","43","43","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab SELECT @@hostname; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"202","192.108.116.88","17/Dec/2017","16","44","03","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"datalab CREATE USER test1 IDENTIFIED BY ?pass1?; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"203","192.108.116.88","17/Dec/2017","16","44","03","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab CREATE USER test1 IDENTIFIED BY ?pass1?; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"204","192.108.116.88","17/Dec/2017","16","44","04","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab CREATE USER test1 IDENTIFIED BY ?pass1?; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"205","192.108.116.88","17/Dec/2017","16","44","04","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","datalab CREATE USER test1 IDENTIFIED BY ?pass1?; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",163,1
"206","192.108.116.88","17/Dec/2017","16","44","04","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab CREATE USER test1 IDENTIFIED BY ?pass1?; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"207","192.108.116.88","17/Dec/2017","16","44","04","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab CREATE USER test1 IDENTIFIED BY ?pass1?; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",8,1
"208","192.108.116.88","17/Dec/2017","16","44","20","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"datalab DROP USER test1; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"209","192.108.116.88","17/Dec/2017","16","44","20","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab DROP USER test1; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"210","192.108.116.88","17/Dec/2017","16","44","20","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab DROP USER test1; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,1
"211","192.108.116.88","17/Dec/2017","16","44","21","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","datalab DROP USER test1; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",168,1
"212","192.108.116.88","17/Dec/2017","16","44","21","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab DROP USER test1; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,1
"213","192.108.116.88","17/Dec/2017","16","44","21","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab DROP USER test1; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"214","192.108.116.88","17/Dec/2017","16","44","41","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"datalab GRANT ALL PRIVILEGES ON *.* TO test1@?%'; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"215","192.108.116.88","17/Dec/2017","16","44","41","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab GRANT ALL PRIVILEGES ON *.* TO test1@?%'; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"216","192.108.116.88","17/Dec/2017","16","44","41","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab GRANT ALL PRIVILEGES ON *.* TO test1@?%'; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"217","192.108.116.88","17/Dec/2017","16","46","41","+0000","POST ","datalab HTTP/1.1/NA",NA,NA,"http://31.14.135.81:3000/","datalab GRANT ALL PRIVILEGES ON *.* TO test1@?%'; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA,1
"218","192.108.116.88","17/Dec/2017","16","48","41","+0000","POST ","datalab HTTP/1.1/NA",NA,NA,"http://31.14.135.81:3000/","datalab GRANT ALL PRIVILEGES ON *.* TO test1@?%'; ? priv Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA,1
"219","192.108.116.88","17/Dec/2017","16","49","05","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"datalab SELECT @@datadir; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"220","192.108.116.88","17/Dec/2017","16","49","05","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab SELECT @@datadir; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"221","192.108.116.88","17/Dec/2017","16","49","05","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab SELECT @@datadir; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",3,1
"222","192.108.116.88","17/Dec/2017","16","49","06","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","datalab SELECT @@datadir; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",209,1
"223","192.108.116.88","17/Dec/2017","16","49","06","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab SELECT @@datadir; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"224","192.108.116.88","17/Dec/2017","16","49","06","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab SELECT @@datadir; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"225","192.108.116.88","17/Dec/2017","16","49","25","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"datalab information_schema (>= mysql 5.0) Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"226","192.108.116.88","17/Dec/2017","16","49","26","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab information_schema (>= mysql 5.0) Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"227","192.108.116.88","17/Dec/2017","16","49","26","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab information_schema (>= mysql 5.0) Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"228","192.108.116.88","17/Dec/2017","16","49","27","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","datalab information_schema (>= mysql 5.0) Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",127,1
"229","192.108.116.88","17/Dec/2017","16","49","27","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab information_schema (>= mysql 5.0) Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"230","192.108.116.88","17/Dec/2017","16","49","27","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab information_schema (>= mysql 5.0) Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"231","192.108.116.88","17/Dec/2017","16","49","51","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"datalab mysql Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,1
"232","192.108.116.88","17/Dec/2017","16","49","51","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab mysql Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"233","192.108.116.88","17/Dec/2017","16","49","52","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab mysql Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"234","192.108.116.88","17/Dec/2017","16","49","53","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","datalab mysql Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",166,1
"235","192.108.116.88","17/Dec/2017","16","49","53","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab mysql Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,1
"236","192.108.116.88","17/Dec/2017","16","49","53","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","datalab mysql Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,1
"237","192.108.116.88","15/Dec/2017","15","29","38","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:57.0) Gecko/20100101 Firefox/57.0",25,0
"238","192.108.116.88","15/Dec/2017","15","29","38","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:57.0) Gecko/20100101 Firefox/57.0",12,0
"239","192.108.116.88","15/Dec/2017","15","29","38","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:57.0) Gecko/20100101 Firefox/57.0",3,0
"240","192.108.116.88","15/Dec/2017","15","29","38","+0000","GET ","img/favicon.png HTTP/1.1",200,21241,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:57.0) Gecko/20100101 Firefox/57.0",5,0
"241","192.108.116.88","15/Dec/2017","15","37","00","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",11,0
"242","192.108.116.88","15/Dec/2017","15","37","00","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,0
"243","192.108.116.88","15/Dec/2017","15","37","00","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"244","192.108.116.88","15/Dec/2017","15","37","01","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",175,0
"245","192.108.116.88","15/Dec/2017","15","37","01","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,0
"246","192.108.116.88","15/Dec/2017","15","37","01","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"247","192.108.116.88","15/Dec/2017","15","37","01","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",96,0
"248","192.108.116.88","15/Dec/2017","15","37","01","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"249","192.108.116.88","15/Dec/2017","15","37","01","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",3,0
"250","192.108.116.88","15/Dec/2017","15","37","15","+0000","GET "," HTTP/1.1/NA",200,1040,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"251","192.108.116.88","15/Dec/2017","15","37","16","+0000","GET ","css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",2,0
"252","192.108.116.88","15/Dec/2017","15","37","16","+0000","GET ","img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"253","192.108.116.88","15/Dec/2017","15","37","16","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",90,0
"254","192.108.116.88","15/Dec/2017","15","37","16","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"255","192.108.116.88","15/Dec/2017","15","37","16","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",4,0
"256","192.108.116.88","15/Dec/2017","15","37","16","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",88,0
"257","192.108.116.88","15/Dec/2017","15","37","16","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"258","192.108.116.88","15/Dec/2017","15","37","17","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"259","192.108.116.88","15/Dec/2017","15","37","19","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",1,0
"260","192.108.116.88","15/Dec/2017","15","37","19","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"261","192.108.116.88","15/Dec/2017","15","37","19","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",4,0
"262","192.108.116.88","15/Dec/2017","15","37","19","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",92,0
"263","192.108.116.88","15/Dec/2017","15","37","19","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"264","192.108.116.88","15/Dec/2017","15","37","19","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"265","192.108.116.88","15/Dec/2017","15","37","19","+0000","POST ","datalab HTTP/1.1/NA",200,1073,"http://31.14.135.81:3000/datalab","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",92,0
"266","192.108.116.88","15/Dec/2017","15","37","19","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"267","192.108.116.88","15/Dec/2017","15","37","19","+0000","GET ","img/logo.png HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
"268","192.108.116.88","15/Dec/2017","15","37","21","+0000","GET "," HTTP/1.1/NA",304,NA,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",3,0
"269","192.108.116.88","15/Dec/2017","15","37","22","+0000","GET ","css/index.css HTTP/1.1",304,NA,"http://31.14.135.81:3000/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",0,0
